REF,status,PaperYear,Title,PaperAuthor,Journal,Animal,Family,Species,ClimaticZone,Climatic ,Habitat,LifeStage,WildType,Development,CO2Treatment,TempTreatment,Stressor ,CO2ppmC,CO2ppmCS.E.,CO2ppmC S.D.,pH scale,pH C,pH C S.E.,pH C S.D.,CO2ppmI,CO2ppmI S.E.,CO2ppmI S.D.,Ph I,Ph I S.E.,Ph I S.D.,TempC,TempC S.E.,TempC S.D.,TempI,TempI S.E.,TempI S.D.,DiffpCO2,DiffT,Other Factor,Metric,TransformedMetric,Metric Type,Unit,Category,Level,ControlMean,ControlMeanTransformed,ControlSE,ControlN,TreatmentMean,TreatmentMeanTransformed ,TreatmentSE,TreatmentN,AcclimationDays,NbTank,ei,vei,Note,,,,,
189,in,2015,,"Levas S, Grottoli AG, Warner ME, Cai WJ, Bauer J, Schoepf V, Baumann JH, Matsui Y, Gearing C, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y",Marine Ecology Progress Series,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,YES,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Day respiration,Oxygen consumption rate,ambiguous,umolO2/min/AFDW,Routine respiration,Individual level,0.33,0.330700,0.07,5,0.33,0.3307090,0.04,5,24,6,0.000,0.0531,,,,,,
189,in,2015,,"Levas S, Grottoli AG, Warner ME, Cai WJ, Bauer J, Schoepf V, Baumann JH, Matsui Y, Gearing C, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y",Marine Ecology Progress Series,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,YES,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Day respiration,Oxygen consumption rate,ambiguous,umolO2/min/AFDW,Routine respiration,Individual level,0.33,0.330700,0.07,5,0.53,0.5338500,0.06,5,24,6,0.479,0.0532,,,,,,
189,in,2015,,"Levas S, Grottoli AG, Warner ME, Cai WJ, Bauer J, Schoepf V, Baumann JH, Matsui Y, Gearing C, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y",Marine Ecology Progress Series,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,YES,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Day respiration,Oxygen consumption rate,ambiguous,umolO2/min/AFDW,Routine respiration,Individual level,0.33,0.330700,0.07,5,0.56,0.5622000,0.07,5,24,6,0.531,0.0559,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.076000,0.02,5,0.03,0.0306600,0.01,5,24,6,-0.908,0.1383,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.076000,0.02,5,0.03,0.0324400,0.01,5,24,6,-0.851,0.1023,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,1.17,1.170800,0.08,5,0.58,0.5761000,0.08,5,24,6,-0.709,0.0270,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.28,0.278760,0.02,5,0.15,0.1513200,0.02,5,24,6,-0.611,0.0232,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,1.17,1.170800,0.08,5,0.72,0.7247000,0.05,5,24,6,-0.480,0.0106,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.23,0.225660,0.06,5,0.14,0.1407000,0.02,5,24,6,-0.472,0.1022,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.24,0.243470,0.03,5,0.15,0.1521000,0.03,5,24,6,-0.470,0.0517,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.076000,0.02,5,0.05,0.0475500,0.01,5,24,6,-0.469,0.0965,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,1.17,1.170800,0.08,5,0.78,0.7778760,0.03,5,24,6,-0.409,0.0069,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.28,0.278760,0.02,5,0.19,0.1938000,0.03,5,24,6,-0.364,0.0328,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,1.17,1.170800,0.08,5,0.82,0.8203500,0.05,5,24,6,-0.356,0.0095,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.58,0.576106,0.10,5,0.41,0.4061900,0.05,5,24,6,-0.349,0.0446,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.076000,0.02,5,0.05,0.0537700,0.01,5,24,6,-0.346,0.0764,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.37,0.365200,0.07,5,0.27,0.2695600,0.06,5,24,6,-0.304,0.0829,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.58,0.576106,0.10,5,0.44,0.4380000,0.06,5,24,6,-0.274,0.0487,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.076000,0.02,5,0.06,0.0582200,0.01,5,24,6,-0.267,0.0825,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.66,7.655170,1.03,5,6.10,6.1034500,0.52,5,24,6,-0.227,0.0254,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.37,0.365200,0.07,5,0.29,0.2913000,0.03,5,24,6,-0.226,0.0428,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,12.31,12.310300,0.83,5,9.83,9.8275900,0.62,5,24,6,-0.225,0.0085,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.24,0.243470,0.03,5,0.20,0.1956000,0.06,5,24,6,-0.219,0.0949,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.23,0.225660,0.06,5,0.18,0.1831000,0.02,5,24,6,-0.209,0.0930,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.23,0.225660,0.06,5,0.18,0.1831800,0.02,5,24,6,-0.209,0.0929,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.37,0.365200,0.07,5,0.30,0.3043000,0.07,5,24,6,-0.182,0.0842,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.28,0.278760,0.02,5,0.24,0.2362000,0.03,5,24,6,-0.166,0.0241,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,12.31,12.310300,0.83,5,10.45,10.4483000,1.24,5,24,6,-0.164,0.0186,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.66,7.655170,1.03,5,6.62,6.6206000,0.93,5,24,6,-0.145,0.0380,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.66,7.655170,1.03,5,6.62,6.6206900,0.83,5,24,6,-0.145,0.0339,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.24,0.243470,0.03,5,0.21,0.2130400,0.03,5,24,6,-0.134,0.0381,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,12.31,12.310300,0.83,5,10.97,10.9655000,1.14,5,24,6,-0.116,0.0153,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,12.31,12.310300,0.83,5,11.07,11.0690000,0.72,5,24,6,-0.106,0.0088,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,1.17,1.170800,0.08,5,1.08,1.0752200,0.13,5,24,6,-0.085,0.0193,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.66,7.655170,1.03,5,7.03,7.0344000,0.52,5,24,6,-0.085,0.0237,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.28,0.278760,0.02,5,0.26,0.2575220,0.01,5,24,6,-0.079,0.0075,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.37,0.365200,0.07,5,0.34,0.3434000,0.07,5,24,6,-0.062,0.0730,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.23,0.225660,0.06,5,0.22,0.2150440,0.04,5,24,6,-0.048,0.1185,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.58,0.576106,0.10,5,0.57,0.5654870,0.12,5,24,6,-0.019,0.0702,,,,,,
